"slug","pokeapi_id","name","category","sprite_available","game_key"
"datacard19","504","Data Card 19","data-cards","true","datacard19"
"datacard20","505","Data Card 20","data-cards","true","datacard20"
"datacard21","506","Data Card 21","data-cards","true","datacard21"
"datacard22","507","Data Card 22","data-cards","true","datacard22"
"datacard23","508","Data Card 23","data-cards","true","datacard23"
"datacard24","509","Data Card 24","data-cards","true","datacard24"
"datacard25","510","Data Card 25","data-cards","true","datacard25"
"datacard26","511","Data Card 26","data-cards","true","datacard26"
"datacard27","512","Data Card 27","data-cards","true","datacard27"
"lockcapsule","513","Lock Capsule","unused","true","lockcapsule"
"photoalbum","514","Photo Album","unused","true","photoalbum"
"orangemail","515","Orange Mail","all-mail","true","orangemail"
"harbormail","516","Harbor Mail","all-mail","true","harbormail"
"glittermail","517","Glitter Mail","all-mail","true","glittermail"
"mechmail","518","Mech Mail","all-mail","true","mechmail"
"woodmail","519","Wood Mail","all-mail","true","woodmail"
"wavemail","520","Wave Mail","all-mail","true","wavemail"
"beadmail","521","Bead Mail","all-mail","true","beadmail"
"shadowmail","522","Shadow Mail","all-mail","true","shadowmail"
"tropicmail","523","Tropic Mail","all-mail","true","tropicmail"
"dreammail","524","Dream Mail","all-mail","true","dreammail"
"fabmail","525","Fab Mail","all-mail","true","fabmail"
"retromail","526","Retro Mail","all-mail","true","retromail"
"machbike","527","Mach Bike","gameplay","true","machbike"
"acrobike","528","Acro Bike","gameplay","true","acrobike"
"wailmerpail","529","Wailmer Pail","gameplay","true","wailmerpail"
"devongoods","530","Devon Goods","plot-advancement","true","devongoods"
"sootsack","531","Soot Sack","gameplay","true","sootsack"
"pokeblockcase","532","Pokéblock Case","gameplay","true","pokeblockcase"
"letter","533","Letter","plot-advancement","true","letter"
"eonticket","534","Eon Ticket","event-items","true","eonticket"
"scanner","535","Scanner","plot-advancement","true","scanner"
"gogoggles","536","Go-Goggles","gameplay","true","gogoggles"
"meteorite","537","Meteorite","plot-advancement","true","meteorite"
"rm1key","538","Rm. 1 Key","plot-advancement","true","rm1key"
"rm2key","539","Rm. 2 Key","plot-advancement","true","rm2key"
"rm4key","540","Rm. 4 Key","plot-advancement","true","rm4key"
"rm6key","541","Rm. 6 Key","plot-advancement","true","rm6key"
"devonscope","542","Devon Scope","gameplay","true","devonscope"
"oaksparcel","543","Oak’s Parcel","plot-advancement","true","oaksparcel"
"pokeflute","544","Poké Flute","plot-advancement","true","pokeflute"
"bikevoucher","545","Bike Voucher","plot-advancement","true","bikevoucher"
"goldteeth","546","Gold Teeth","plot-advancement","true","goldteeth"
"liftkey","547","Lift Key","plot-advancement","true","liftkey"
"silphscope","548","Silph Scope","plot-advancement","true","silphscope"
"famechecker","549","Fame Checker","gameplay","true","famechecker"
"tmcase","550","TM Case","gameplay","true","tmcase"
"berrypouch","551","Berry Pouch","gameplay","true","berrypouch"
"teachytv","552","Teachy TV","gameplay","true","teachytv"
"tripass","553","Tri-Pass","plot-advancement","true","tripass"
"rainbowpass","554","Rainbow Pass","plot-advancement","true","rainbowpass"
"tea","555","Tea","plot-advancement","true","tea"
"mysticticket","556","MysticTicket","event-items","true","mysticticket"
"auroraticket","557","AuroraTicket","event-items","true","auroraticket"
"powderjar","558","Powder Jar","gameplay","true","powderjar"
"ruby","559","Ruby","plot-advancement","true","ruby"
"sapphire","560","Sapphire","plot-advancement","true","sapphire"
"magmaemblem","561","Magma Emblem","plot-advancement","true","magmaemblem"
"oldseamap","562","Old Sea Map","event-items","true","oldseamap"
"dousedrive","563","Douse Drive","species-specific","true","dousedrive"
"shockdrive","564","Shock Drive","species-specific","true","shockdrive"
"burndrive","565","Burn Drive","species-specific","true","burndrive"
"chilldrive","566","Chill Drive","species-specific","true","chilldrive"
"sweetheart","567","Sweet Heart","healing","true","sweetheart"
"greetmail","568","Greet Mail","all-mail","true","greetmail"
"favoredmail","569","Favored Mail","all-mail","true","favoredmail"
"rsvpmail","570","RSVP Mail","all-mail","true","rsvpmail"
"thanksmail","571","Thanks Mail","all-mail","true","thanksmail"
"inquirymail","572","Inquiry Mail","all-mail","true","inquirymail"
"likemail","573","Like Mail","all-mail","true","likemail"
"replymail","574","Reply Mail","all-mail","true","replymail"
"bridgemails","575","Bridge Mail S","all-mail","true","bridgemails"
"bridgemaild","576","Bridge Mail D","all-mail","true","bridgemaild"
"bridgemailt","577","Bridge Mail T","all-mail","true","bridgemailt"
"bridgemailv","578","Bridge Mail V","all-mail","true","bridgemailv"
"bridgemailm","579","Bridge Mail M","all-mail","true","bridgemailm"
"prismscale","580","Prism Scale","evolution","true","prismscale"
"eviolite","581","Eviolite","held-items","true","eviolite"
"floatstone","582","Float Stone","held-items","true","floatstone"
"rockyhelmet","583","Rocky Helmet","held-items","true","rockyhelmet"
"airballoon","584","Air Balloon","held-items","true","airballoon"
"redcard","585","Red Card","held-items","true","redcard"
"ringtarget","586","Ring Target","held-items","true","ringtarget"
"bindingband","587","Binding Band","held-items","true","bindingband"
"absorbbulb","588","Absorb Bulb","held-items","true","absorbbulb"
"cellbattery","589","Cell Battery","held-items","true","cellbattery"
"ejectbutton","590","Eject Button","held-items","true","ejectbutton"
"firegem","591","Fire Gem","jewels","true","firegem"
"watergem","592","Water Gem","jewels","true","watergem"
"electricgem","593","Electric Gem","jewels","true","electricgem"
"grassgem","594","Grass Gem","jewels","true","grassgem"
"icegem","595","Ice Gem","jewels","true","icegem"
"fightinggem","596","Fighting Gem","jewels","true","fightinggem"
"poisongem","597","Poison Gem","jewels","true","poisongem"
"groundgem","598","Ground Gem","jewels","true","groundgem"
"flyinggem","599","Flying Gem","jewels","true","flyinggem"
"psychicgem","600","Psychic Gem","jewels","true","psychicgem"
"buggem","601","Bug Gem","jewels","true","buggem"
"rockgem","602","Rock Gem","jewels","true","rockgem"
"ghostgem","603","Ghost Gem","jewels","true","ghostgem"
"darkgem","604","Dark Gem","jewels","true","darkgem"
"steelgem","605","Steel Gem","jewels","true","steelgem"
"healthwing","606","Health Feather","vitamins","true","healthwing"
"musclewing","607","Muscle Feather","vitamins","true","musclewing"
"resistwing","608","Resist Feather","vitamins","true","resistwing"
"geniuswing","609","Genius Feather","vitamins","true","geniuswing"
"cleverwing","610","Clever Feather","vitamins","true","cleverwing"
"swiftwing","611","Swift Feather","vitamins","true","swiftwing"
"prettywing","612","Pretty Feather","loot","true","prettywing"
"coverfossil","613","Cover Fossil","dex-completion","true","coverfossil"
"plumefossil","614","Plume Fossil","dex-completion","true","plumefossil"
"libertypass","615","Liberty Pass","event-items","true","libertypass"
"passorb","616","Pass Orb","held-items","true","passorb"
"dreamball","617","Dream Ball","special-balls","true","dreamball"
"poketoy","618","Poké Toy","spelunking","true","poketoy"
"propcase","619","Prop Case","gameplay","true","propcase"
"dragonskull","620","Dragon Skull","plot-advancement","true","dragonskull"
"balmmushroom","621","Balm Mushroom","loot","true","balmmushroom"
"bignugget","622","Big Nugget","loot","true","bignugget"
"pearlstring","623","Pearl String","loot","true","pearlstring"
"cometshard","624","Comet Shard","loot","true","cometshard"
"reliccopper","625","Relic Copper","loot","true","reliccopper"
"relicsilver","626","Relic Silver","loot","true","relicsilver"
"relicgold","627","Relic Gold","loot","true","relicgold"
"relicvase","628","Relic Vase","loot","true","relicvase"
"relicband","629","Relic Band","loot","true","relicband"
"relicstatue","630","Relic Statue","loot","true","relicstatue"
"reliccrown","631","Relic Crown","loot","true","reliccrown"
"casteliacone","632","Casteliacone","status-cures","true","casteliacone"
"direhit2","633","Dire Hit 2","miracle-shooter","true","direhit2"
"xspeed2","634","X Speed 2","miracle-shooter","true","xspeed2"
"xspatk2","635","X Sp. Atk 2","miracle-shooter","true","xspatk2"
"xspdef2","636","X Sp. Def 2","miracle-shooter","true","xspdef2"
"xdefense2","637","X Defense 2","miracle-shooter","true","xdefense2"
"xattack2","638","X Attack 2","miracle-shooter","true","xattack2"
"xaccuracy2","639","X Accuracy 2","miracle-shooter","true","xaccuracy2"
"xspeed3","640","X Speed 3","miracle-shooter","true","xspeed3"
"xspatk3","641","X Sp. Atk 3","miracle-shooter","true","xspatk3"
"xspdef3","642","X Sp. Def 3","miracle-shooter","true","xspdef3"
"xdefense3","643","X Defense 3","miracle-shooter","true","xdefense3"
"xattack3","644","X Attack 3","miracle-shooter","true","xattack3"
"xaccuracy3","645","X Accuracy 3","miracle-shooter","true","xaccuracy3"
"xspeed6","646","X Speed 6","miracle-shooter","true","xspeed6"
"xspatk6","647","X Sp. Atk 6","miracle-shooter","true","xspatk6"
"xspdef6","648","X Sp. Def 6","miracle-shooter","true","xspdef6"
"xdefense6","649","X Defense 6","miracle-shooter","true","xdefense6"
"xattack6","650","X Attack 6","miracle-shooter","true","xattack6"
"xaccuracy6","651","X Accuracy 6","miracle-shooter","true","xaccuracy6"
"abilityurge","652","Ability Urge","miracle-shooter","true","abilityurge"
"itemdrop","653","Item Drop","miracle-shooter","true","itemdrop"
"itemurge","654","Item Urge","miracle-shooter","true","itemurge"
"reseturge","655","Reset Urge","miracle-shooter","true","reseturge"
"direhit3","656","Dire Hit 3","miracle-shooter","true","direhit3"
"lightstone","657","Light Stone","plot-advancement","true","lightstone"
"darkstone","658","Dark Stone","plot-advancement","true","darkstone"
"tm93","659","TM93","all-machines","true","tm93"
"tm94","660","TM94","all-machines","true","tm94"
"tm95","661","TM95","all-machines","true","tm95"
"xtransceiver","662","Xtransceiver","gameplay","true","xtransceiver"
"godstone","663","god stone","unused","true","godstone"
"gram1","664","Gram 1","plot-advancement","true","gram1"
"gram2","665","Gram 2","plot-advancement","true","gram2"
"gram3","666","Gram 3","plot-advancement","true","gram3"
"dragongem","668","Dragon Gem","jewels","true","dragongem"
"normalgem","669","Normal Gem","jewels","true","normalgem"
"medalbox","670","Medal Box","gameplay","true","medalbox"
"dnasplicers","671","DNA Splicers","gameplay","true","dnasplicers"
"permit","673","Permit","gameplay","true","permit"
"ovalcharm","674","Oval Charm","gameplay","true","ovalcharm"
"shinycharm","675","Shiny Charm","gameplay","true","shinycharm"
"plasmacard","676","Plasma Card","plot-advancement","true","plasmacard"
"grubbyhanky","677","Grubby Hanky","plot-advancement","true","grubbyhanky"
"colressmachine","678","Colress Machine","plot-advancement","true","colressmachine"
"droppeditem","679","Dropped Item","plot-advancement","true","droppeditem"
"revealglass","681","Reveal Glass","gameplay","true","revealglass"
"weaknesspolicy","682","Weakness Policy","held-items","true","weaknesspolicy"
"assaultvest","683","Assault Vest","held-items","true","assaultvest"
"pixieplate","684","Pixie Plate","plates","true","pixieplate"
"abilitycapsule","685","Ability Capsule","vitamins","true","abilitycapsule"
"whippeddream","686","Whipped Dream","evolution","true","whippeddream"
"sachet","687","Sachet","evolution","true","sachet"
"luminousmoss","688","Luminous Moss","held-items","true","luminousmoss"
"snowball","689","Snowball","held-items","true","snowball"
"safetygoggles","690","Safety Goggles","held-items","true","safetygoggles"
"richmulch","691","Rich Mulch","mulch","true","richmulch"
"surprisemulch","692","Surprise Mulch","mulch","true","surprisemulch"
"boostmulch","693","Boost Mulch","mulch","true","boostmulch"
"amazemulch","694","Amaze Mulch","mulch","true","amazemulch"
"gengarite","695","Gengarite","mega-stones","true","gengarite"
"gardevoirite","696","Gardevoirite","mega-stones","true","gardevoirite"
"ampharosite","697","Ampharosite","mega-stones","true","ampharosite"
"venusaurite","698","Venusaurite","mega-stones","true","venusaurite"
"charizarditex","699","Charizardite X","mega-stones","true","charizarditex"
"blastoisinite","700","Blastoisinite","mega-stones","true","blastoisinite"
"mewtwonitex","701","Mewtwonite X","mega-stones","true","mewtwonitex"
"mewtwonitey","702","Mewtwonite Y","mega-stones","true","mewtwonitey"
"blazikenite","703","Blazikenite","mega-stones","true","blazikenite"
"medichamite","704","Medichamite","mega-stones","true","medichamite"
"houndoominite","705","Houndoominite","mega-stones","true","houndoominite"
"aggronite","706","Aggronite","mega-stones","true","aggronite"
"banettite","707","Banettite","mega-stones","true","banettite"
"tyranitarite","708","Tyranitarite","mega-stones","true","tyranitarite"
"scizorite","709","Scizorite","mega-stones","true","scizorite"
"pinsirite","710","Pinsirite","mega-stones","true","pinsirite"
"aerodactylite","711","Aerodactylite","mega-stones","true","aerodactylite"
"lucarionite","712","Lucarionite","mega-stones","true","lucarionite"
"abomasite","713","Abomasite","mega-stones","true","abomasite"
"kangaskhanite","714","Kangaskhanite","mega-stones","true","kangaskhanite"
"gyaradosite","715","Gyaradosite","mega-stones","true","gyaradosite"
"absolite","716","Absolite","mega-stones","true","absolite"
"charizarditey","717","Charizardite Y","mega-stones","true","charizarditey"
"alakazite","718","Alakazite","mega-stones","true","alakazite"
"heracronite","719","Heracronite","mega-stones","true","heracronite"
"mawilite","720","Mawilite","mega-stones","true","mawilite"
"manectite","721","Manectite","mega-stones","true","manectite"
"garchompite","722","Garchompite","mega-stones","true","garchompite"
"roseliberry","723","Roseli Berry","type-protection","true","roseliberry"
"keeberry","724","Kee Berry","other","true","keeberry"
"marangaberry","725","Maranga Berry","other","true","marangaberry"
"discountcoupon","726","Discount Coupon","loot","true","discountcoupon"
"strangesouvenir","727","Strange Souvenir","loot","true","strangesouvenir"
"lumiosegalette","728","Lumiose Galette","status-cures","true","lumiosegalette"
"jawfossil","729","Jaw Fossil","dex-completion","true","jawfossil"
"sailfossil","730","Sail Fossil","dex-completion","true","sailfossil"
"fairygem","731","Fairy Gem","jewels","true","fairygem"
"adventurerules","732","Adventure Guide","gameplay","true","adventurerules"
"elevatorkey","733","Elevator Key","plot-advancement","true","elevatorkey"
"holocaster","734","Holo Caster","gameplay","true","holocaster"
"honorofkalos","735","Honor of Kalos","plot-advancement","true","honorofkalos"
"intriguingstone","736","Intriguing Stone","plot-advancement","true","intriguingstone"
"lenscase","737","Lens Case","gameplay","true","lenscase"
"lookerticket","738","Looker Ticket","plot-advancement","true","lookerticket"
"megaring","739","Mega Ring","gameplay","true","megaring"
"powerplantpass","740","Power Plant Pass","plot-advancement","true","powerplantpass"
"profsletter","741","Prof’s Letter","plot-advancement","true","profsletter"
"rollerskates","742","Roller Skates","gameplay","true","rollerskates"
"sprinklotad","743","Sprinklotad","gameplay","true","sprinklotad"
"tmvpass","744","TMV Pass","gameplay","true","tmvpass"
"tm96","745","TM96","all-machines","true","tm96"
"tm97","746","TM97","all-machines","true","tm97"
"tm98","747","TM98","all-machines","true","tm98"
"tm99","748","TM99","all-machines","true","tm99"
"tm100","749","TM100","all-machines","true","tm100"
"latiasite","760","Latiasite","mega-stones","true","latiasite"
"latiosite","761","Latiosite","mega-stones","true","latiosite"
"commonstone","762","Common Stone","unused","true","commonstone"
"makeupbag","763","Makeup Bag","gameplay","true","makeupbag"
"traveltrunk","764","Travel Trunk","unused","true","traveltrunk"
"shaloursable","765","Shalour Sable","status-cures","true","shaloursable"
"megacharm","768","Mega Charm","unused","true","megacharm"
"megaglove","769","Mega Glove","unused","true","megaglove"
"devonparts","770","Devon Parts","plot-advancement","true","devonparts"
"pokeblockkit","772","Pokéblock Kit","gameplay","true","pokeblockkit"
"keytoroom1","773","Key to Room 1","plot-advancement","true","keytoroom1"
"keytoroom2","774","Key to Room 2","plot-advancement","true","keytoroom2"
"keytoroom4","775","Key to Room 4","plot-advancement","true","keytoroom4"
"keytoroom6","776","Key to Room 6","plot-advancement","true","keytoroom6"
"devonscubagear","779","Devon Scuba Gear","plot-advancement","true","devonscubagear"
"contestcostumejacket","780","Contest Costume","gameplay","true","contestcostumejacket"
"magmasuit","782","Magma Suit","plot-advancement","true","magmasuit"
"aquasuit","783","Aqua Suit","plot-advancement","true","aquasuit"
"pairoftickets","784","Pair of Tickets","plot-advancement","true","pairoftickets"
"megabracelet","785","Mega Bracelet","gameplay","true","megabracelet"
"megapendant","786","Mega Pendant","unused","true","megapendant"
"megaglasses","787","Mega Glasses","unused","true","megaglasses"
"megaanchor","788","Mega Anchor","unused","true","megaanchor"
"megastickpin","789","Mega Stickpin","unused","true","megastickpin"
"megatiara","790","Mega Tiara","unused","true","megatiara"
"megaanklet","791","Mega Anklet","unused","true","megaanklet"
"swampertite","793","Swampertite","mega-stones","true","swampertite"
"sceptilite","794","Sceptilite","mega-stones","true","sceptilite"
"sablenite","795","Sablenite","mega-stones","true","sablenite"
"altarianite","796","Altarianite","mega-stones","true","altarianite"
"galladite","797","Galladite","mega-stones","true","galladite"
"audinite","798","Audinite","mega-stones","true","audinite"
"metagrossite","799","Metagrossite","mega-stones","true","metagrossite"
"sharpedonite","800","Sharpedonite","mega-stones","true","sharpedonite"
"slowbronite","801","Slowbronite","mega-stones","true","slowbronite"
"steelixite","802","Steelixite","mega-stones","true","steelixite"
"pidgeotite","803","Pidgeotite","mega-stones","true","pidgeotite"
"glalitite","804","Glalitite","mega-stones","true","glalitite"
"diancite","805","Diancite","mega-stones","true","diancite"
"prisonbottle","806","Prison Bottle","gameplay","true","prisonbottle"
"megacuff","807","Mega Cuff","unused","true","megacuff"
"cameruptite","808","Cameruptite","mega-stones","true","cameruptite"
"lopunnite","809","Lopunnite","mega-stones","true","lopunnite"
"salamencite","810","Salamencite","mega-stones","true","salamencite"
"beedrillite","811","Beedrillite","mega-stones","true","beedrillite"
"keystone","814","Key Stone","gameplay","true","keystone"
"meteoriteshard","815","Meteorite Shard","plot-advancement","true","meteoriteshard"
"eonflute","816","Eon Flute","gameplay","true","eonflute"
"normaliumzheld","817","Normalium Z","z-crystals","true","normaliumzheld"
"firiumzheld","818","Firium Z","z-crystals","true","firiumzheld"
"wateriumzheld","819","Waterium Z","z-crystals","true","wateriumzheld"
"electriumzheld","820","Electrium Z","z-crystals","true","electriumzheld"
"grassiumzheld","821","Grassium Z","z-crystals","true","grassiumzheld"
"iciumzheld","822","Icium Z","z-crystals","true","iciumzheld"
"fightiniumzheld","823","Fightinium Z","z-crystals","true","fightiniumzheld"
"poisoniumzheld","824","Poisonium Z","z-crystals","true","poisoniumzheld"
"groundiumzheld","825","Groundium Z","z-crystals","true","groundiumzheld"
"flyiniumzheld","826","Flyinium Z","z-crystals","true","flyiniumzheld"
"psychiumzheld","827","Psychium Z","z-crystals","true","psychiumzheld"
"buginiumzheld","828","Buginium Z","z-crystals","true","buginiumzheld"
"rockiumzheld","829","Rockium Z","z-crystals","true","rockiumzheld"
"ghostiumzheld","830","Ghostium Z","z-crystals","true","ghostiumzheld"
"dragoniumzheld","831","Dragonium Z","z-crystals","true","dragoniumzheld"
"darkiniumzheld","832","Darkinium Z","z-crystals","true","darkiniumzheld"
"steeliumzheld","833","Steelium Z","z-crystals","true","steeliumzheld"
"fairiumzheld","834","Fairium Z","z-crystals","true","fairiumzheld"
"pikaniumzheld","835","Pikanium Z","z-crystals","true","pikaniumzheld"
"bottlecap","836","Bottle Cap","loot","true","bottlecap"
"goldbottlecap","837","Gold Bottle Cap","loot","true","goldbottlecap"
"zring","838","Z-Ring","gameplay","true","zring"
"decidiumzheld","839","Decidium Z","z-crystals","true","decidiumzheld"
"inciniumzheld","840","Incinium Z","z-crystals","true","inciniumzheld"
"primariumzheld","841","Primarium Z","z-crystals","true","primariumzheld"
"tapuniumzheld","842","Tapunium Z","z-crystals","true","tapuniumzheld"
"marshadiumzheld","843","Marshadium Z","z-crystals","true","marshadiumzheld"
"aloraichiumzheld","844","Aloraichium Z","z-crystals","true","aloraichiumzheld"
"snorliumzheld","845","Snorlium Z","z-crystals","true","snorliumzheld"
"eeviumzheld","846","Eevium Z","z-crystals","true","eeviumzheld"
"mewniumzheld","847","Mewnium Z","z-crystals","true","mewniumzheld"
"pikashuniumzheld","877","Pikashunium Z","z-crystals","true","pikashuniumzheld"
"foragebag","878","Forage Bag","gameplay","true","foragebag"
"fishingrod","879","Fishing Rod","gameplay","true","fishingrod"
"professorsmask","880","Professor’s Mask","plot-advancement","true","professorsmask"
"festivalticket","881","Festival Ticket","gameplay","true","festivalticket"
"sparklingstone","882","Sparkling Stone","plot-advancement","true","sparklingstone"
"adrenalineorb","883","Adrenaline Orb","held-items","true","adrenalineorb"
"zygardecube","884","Zygarde Cube","gameplay","true","zygardecube"
"icestone","885","Ice Stone","evolution","true","icestone"
"ridepager","886","Ride Pager","unused","true","ridepager"
"beastball","887","Beast Ball","special-balls","true","beastball"
"bigmalasada","888","Big Malasada","status-cures","true","bigmalasada"
"rednectar","889","Red Nectar","species-specific","true","rednectar"
"yellownectar","890","Yellow Nectar","species-specific","true","yellownectar"
"pinknectar","891","Pink Nectar","species-specific","true","pinknectar"
"purplenectar","892","Purple Nectar","species-specific","true","purplenectar"
"sunflute","893","Sun Flute","plot-advancement","true","sunflute"
"moonflute","894","Moon Flute","plot-advancement","true","moonflute"
"enigmaticcard","895","Enigmatic Card","plot-advancement","true","enigmaticcard"
"terrainextender","896","Terrain Extender","held-items","true","terrainextender"
"protectivepads","897","Protective Pads","held-items","true","protectivepads"
"electricseed","898","Electric Seed","held-items","true","electricseed"
"psychicseed","899","Psychic Seed","held-items","true","psychicseed"
"mistyseed","900","Misty Seed","held-items","true","mistyseed"
"grassyseed","901","Grassy Seed","held-items","true","grassyseed"
"fightingmemory","902","Fighting Memory","memories","true","fightingmemory"
"flyingmemory","903","Flying Memory","memories","true","flyingmemory"
"poisonmemory","904","Poison Memory","memories","true","poisonmemory"
"groundmemory","905","Ground Memory","memories","true","groundmemory"
"rockmemory","906","Rock Memory","memories","true","rockmemory"
"bugmemory","907","Bug Memory","memories","true","bugmemory"
"ghostmemory","908","Ghost Memory","memories","true","ghostmemory"
"steelmemory","909","Steel Memory","memories","true","steelmemory"
"firememory","910","Fire Memory","memories","true","firememory"
"watermemory","911","Water Memory","memories","true","watermemory"
"grassmemory","912","Grass Memory","memories","true","grassmemory"
"electricmemory","913","Electric Memory","memories","true","electricmemory"
"psychicmemory","914","Psychic Memory","memories","true","psychicmemory"
"icememory","915","Ice Memory","memories","true","icememory"
"dragonmemory","916","Dragon Memory","memories","true","dragonmemory"
"darkmemory","917","Dark Memory","memories","true","darkmemory"
"fairymemory","918","Fairy Memory","memories","true","fairymemory"
"bikegreen","919","Bike","unused","true","bikegreen"
"storagekeygalacticwarehouse","920","Storage Key","unused","true","storagekeygalacticwarehouse"
"basementkeygoldenrod","921","Basement Key","unused","true","basementkeygoldenrod"
"xtransceiverred","922","Xtransceiver","unused","false","xtransceiverred"
"xtransceiveryellow","923","Xtransceiver","unused","false","xtransceiveryellow"
"dnasplicersmerge","924","DNA Splicers","unused","true","dnasplicersmerge"
"dnasplicerssplit","925","DNA Splicers","unused","true","dnasplicerssplit"
"droppeditemred","926","Dropped Item","unused","true","droppeditemred"
"droppeditemyellow","927","Dropped Item","unused","true","droppeditemyellow"
"holocastergreen","928","Holo Caster","unused","true","holocastergreen"
"bikeyellow","929","Bike","unused","true","bikeyellow"
"holocasterred","930","Holo Caster","unused","true","holocasterred"
"basementkeynewmauville","931","Basement Key","unused","true","basementkeynewmauville"
"storagekeyseamauville","932","Storage Key","unused","true","storagekeyseamauville"
"sstickethoenn","933","S.S. Ticket","unused","true","sstickethoenn"
"contestcostumedress","934","Contest Costume","unused","true","contestcostumedress"
"meteorite2","935","Meteorite","unused","true","meteorite2"
"meteorite3","936","Meteorite","unused","true","meteorite3"
"meteorite4","937","Meteorite","unused","true","meteorite4"
"normaliumzbag","938","Normalium Z","unused","true","normaliumzbag"
"firiumzbag","939","Firium Z","unused","true","firiumzbag"
"wateriumzbag","940","Waterium Z","unused","true","wateriumzbag"
"electriumzbag","941","Electrium Z","unused","true","electriumzbag"
"grassiumzbag","942","Grassium Z","unused","true","grassiumzbag"
"iciumzbag","943","Icium Z","unused","true","iciumzbag"
"fightiniumzbag","944","Fightinium Z","unused","true","fightiniumzbag"
"poisoniumzbag","945","Poisonium Z","unused","true","poisoniumzbag"
"groundiumzbag","946","Groundium Z","unused","true","groundiumzbag"
"flyiniumzbag","947","Flyinium Z","unused","true","flyiniumzbag"
"psychiumzbag","948","Psychium Z","unused","true","psychiumzbag"
"buginiumzbag","949","Buginium Z","unused","true","buginiumzbag"
"rockiumzbag","950","Rockium Z","unused","true","rockiumzbag"
"ghostiumzbag","951","Ghostium Z","unused","true","ghostiumzbag"
"dragoniumzbag","952","Dragonium Z","unused","true","dragoniumzbag"
"darkiniumzbag","953","Darkinium Z","unused","true","darkiniumzbag"
"steeliumzbag","954","Steelium Z","unused","true","steeliumzbag"
"fairiumzbag","955","Fairium Z","unused","true","fairiumzbag"
"pikaniumzbag","956","Pikanium Z","unused","true","pikaniumzbag"
"decidiumzbag","957","Decidium Z","unused","true","decidiumzbag"
"inciniumzbag","958","Incinium Z","unused","true","inciniumzbag"
"primariumzbag","959","Primarium Z","unused","true","primariumzbag"
"tapuniumzbag","960","Tapunium Z","unused","true","tapuniumzbag"
"marshadiumzbag","961","Marshadium Z","unused","true","marshadiumzbag"
"aloraichiumzbag","962","Aloraichium Z","unused","true","aloraichiumzbag"
"snorliumzbag","963","Snorlium Z","unused","true","snorliumzbag"
"eeviumzbag","964","Eevium Z","unused","true","eeviumzbag"
"mewniumzbag","965","Mewnium Z","unused","true","mewniumzbag"
"pikashuniumzbag","966","Pikashunium Z","unused","true","pikashuniumzbag"
"solganiumzheld","967","Solganium Z","unused","true","solganiumzheld"
"lunaliumzheld","968","Lunalium Z","unused","true","lunaliumzheld"
"ultranecroziumzheld","969","Ultranecrozium Z","unused","true","ultranecroziumzheld"
"mimikiumzheld","970","Mimikium Z","unused","true","mimikiumzheld"
"lycaniumzheld","971","Lycanium Z","unused","true","lycaniumzheld"
"kommoniumzheld","972","Kommonium Z","unused","true","kommoniumzheld"
"solganiumzbag","973","Solganium Z","unused","true","solganiumzbag"
"lunaliumzbag","974","Lunalium Z","unused","true","lunaliumzbag"
"ultranecroziumzbag","975","Ultranecrozium Z","unused","true","ultranecroziumzbag"
"mimikiumzbag","976","Mimikium Z","unused","true","mimikiumzbag"
"lycaniumzbag","977","Lycanium Z","unused","true","lycaniumzbag"
"kommoniumzbag","978","Kommonium Z","unused","true","kommoniumzbag"
"zpowerring","979","Z-Power Ring","unused","true","zpowerring"
"pinkpetal","980","Pink Petal","unused","true","pinkpetal"
"orangepetal","981","Orange Petal","unused","true","orangepetal"
"bluepetal","982","Blue Petal","unused","true","bluepetal"
"redpetal","983","Red Petal","unused","true","redpetal"
"greenpetal","984","Green Petal","unused","true","greenpetal"
"yellowpetal","985","Yellow Petal","unused","true","yellowpetal"
"purplepetal","986","Purple Petal","unused","true","purplepetal"
"rainbowflower","987","Rainbow Flower","unused","true","rainbowflower"
"surgebadge","988","Surge Badge","unused","true","surgebadge"
"nsolarizermerge","989","N-Solarizer","unused","true","nsolarizermerge"
"nlunarizermerge","990","N-Lunarizer","unused","true","nlunarizermerge"
"nsolarizersplit","991","N-Solarizer","unused","true","nsolarizersplit"
"nlunarizersplit","992","N-Lunarizer","unused","true","nlunarizersplit"
"ilimasnormaliumz","993","Ilima Normalium Z","unused","true","ilimasnormaliumz"
"leftpokeball","994","Left Poké Ball","unused","true","leftpokeball"
"rotohatch","995","Roto Hatch","unused","true","rotohatch"
"rotobargain","996","Roto Bargain","unused","true","rotobargain"
"rotoprizemoney","997","Roto Prize Money","unused","true","rotoprizemoney"
"rotoexppoints","998","Roto Exp. Points","unused","true","rotoexppoints"
"rotofriendship","999","Roto Friendship","unused","true","rotofriendship"
"rotoencounter","1000","Roto Encounter","unused","true","rotoencounter"
"rotostealth","1001","Roto Stealth","unused","true","rotostealth"
"rotohprestore","1002","Roto HP Restore","unused","true","rotohprestore"
"rotopprestore","1003","Roto PP Restore","unused","true","rotopprestore"
"rotoboost","1004","Roto Boost","unused","true","rotoboost"
"rotocatch","1005","Roto Catch","unused","true","rotocatch"
"autograph","1006","Autograph","unused","false","autograph"
"pokemonbox","1007","Pokémon Box Link","unused","false","pokemonbox"
