NationalDex,Species,PokemonFormId,Form,AssetFrontNormal,AssetFrontShiny,AssetBackNormal,AssetBackShiny,AssetFemale,DatabaseKnown,ResolverSupported,AdminTargetable,EventTargetable,NormalEncounterEnabled,SpecialEncounterEnabled,PlayerObtainable,PokedexRequired,Classification,Notes
94,gengar,10038,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
94,gengar,10202,Gigantamax,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=gigantamax enabled_in_play=false
95,onix,95,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
96,drowzee,96,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
97,hypno,97,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
98,krabby,98,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
99,kingler,99,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
99,kingler,10203,Gigantamax,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=gigantamax enabled_in_play=false
100,voltorb,100,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
100,voltorb,10231,Hisuian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
101,electrode,101,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
101,electrode,10232,Hisuian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
102,exeggcute,102,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
103,exeggutor,103,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
103,exeggutor,10114,Alolan,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
104,cubone,104,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
105,marowak,105,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
105,marowak,10115,Alolan,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
105,marowak,10149,Totem,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
106,hitmonlee,106,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
107,hitmonchan,107,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
108,lickitung,108,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
109,koffing,109,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
110,weezing,110,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
110,weezing,10167,Galarian,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=galarian enabled_in_play=false
111,rhyhorn,111,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
112,rhydon,112,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
113,chansey,113,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
114,tangela,114,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
115,kangaskhan,115,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
115,kangaskhan,10039,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
116,horsea,116,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
117,seadra,117,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
118,goldeen,118,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
119,seaking,119,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
120,staryu,120,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
121,starmie,121,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
121,starmie,10280,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
122,mr-mime,122,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
122,mr-mime,10168,Galarian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
123,scyther,123,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
124,jynx,124,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
125,electabuzz,125,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
126,magmar,126,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
127,pinsir,127,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
127,pinsir,10040,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
128,tauros,128,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
128,tauros,10250,Paldea-Combat-Breed,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
128,tauros,10251,Paldea-Blaze-Breed,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
128,tauros,10252,Paldea-Aqua-Breed,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
129,magikarp,129,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
130,gyarados,130,Base,true,true,true,true,true,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
130,gyarados,10041,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
131,lapras,131,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
131,lapras,10204,Gigantamax,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=gigantamax enabled_in_play=false
132,ditto,132,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
133,eevee,133,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
133,eevee,10159,Starter,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
133,eevee,10205,Gigantamax,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=gigantamax enabled_in_play=false
134,vaporeon,134,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
135,jolteon,135,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
136,flareon,136,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
137,porygon,137,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
138,omanyte,138,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
139,omastar,139,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
140,kabuto,140,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
141,kabutops,141,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
142,aerodactyl,142,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
142,aerodactyl,10042,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
143,snorlax,143,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
143,snorlax,10206,Gigantamax,true,true,true,true,false,true,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only; Disabled SWSH species_forms row form_key=gigantamax enabled_in_play=false
144,articuno,144,Base,true,true,true,true,false,true,true,true,true,false,true,true,true,BASE_SPECIAL,Phase 10 special: ordinary spawn blocked by is_legendary/mythical + spawn_band LEGENDARY/EVENT
144,articuno,10169,Galarian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
145,zapdos,145,Base,true,true,true,true,false,true,true,true,true,false,true,true,true,BASE_SPECIAL,Phase 10 special: ordinary spawn blocked by is_legendary/mythical + spawn_band LEGENDARY/EVENT
145,zapdos,10170,Galarian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
146,moltres,146,Base,true,true,true,true,false,true,true,true,true,false,true,true,true,BASE_SPECIAL,Phase 10 special: ordinary spawn blocked by is_legendary/mythical + spawn_band LEGENDARY/EVENT
146,moltres,10171,Galarian,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
147,dratini,147,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
148,dragonair,148,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
149,dragonite,149,Base,true,true,true,true,false,true,true,true,true,true,false,true,true,BASE_NORMAL,Ordinary Kanto candidate structurally; live spawn_pick also includes post-151 national species
149,dragonite,10281,Mega,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
150,mewtwo,150,Base,true,true,true,true,false,true,true,true,true,false,true,true,true,BASE_SPECIAL,Phase 10 special: ordinary spawn blocked by is_legendary/mythical + spawn_band LEGENDARY/EVENT
150,mewtwo,10043,Mega-X,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
150,mewtwo,10044,Mega-Y,true,true,true,true,false,false,false,false,false,false,false,false,false,ASSET_ONLY,No PokemonFormId in production DB; special_events/admin/launch are species(dex)+variant(shiny/gender) only
151,mew,151,Base,true,true,true,true,false,true,true,true,true,false,true,true,true,BASE_SPECIAL,Phase 10 special: ordinary spawn blocked by is_legendary/mythical + spawn_band LEGENDARY/EVENT
